resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,totalEntrantPoints,totalDriverPoints,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,BestSpeed,LastSpeed,AverageSpeed,NTRank,NTLap,NTBestTime,NTBestSpeed,Passes,Passed,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3_SPD,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5_SPD,Best_S6A,Best_S6,Best_S6B,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3_SPD,S4A,S4,S4B,S5A,S5,I2,S5B,T5_SPD,S6A,S6,S6B,S7,L6,I3,S8,P1,L2,EntrantID,TeamID,DriverID,T5,T3,time_stamp,Best_T5,Best_T3
23,0,1,14,30.4024,2.7614,14,24,1:02.8195,8,1:03.7898,15,16:02.5350,Active,TRUE,0,0,15,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,16,16,"",14,144,0,A,103.153,101.584,100.983,0,0,-0.0001,,9,6,2.8668,29.1917,,11.031,6.2837,5.8935,,109.99,6.5909,157.707,4.7022,13.1685,8.4413,3.8357,10.5446,20.6465,6.6928,156.44,5.0766,10.1019,4.9951,8.7596,,12.9503,4.1334,,,2.9322,,,,,,,,,,,,,,,,,,,,,,,,,,,14,129,1014,,,2022-02-27T17:46:42.689600Z,,
25,0,1,15,30.6410,0.2386,15,26,1:02.6975,9,1:03.2763,15,16:02.7736,Active,TRUE,0,0,15,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,15,15,"",15,117,0,P,103.353,102.408,100.958,0,0,-0.0001,,9,2,2.8526,29.1621,,10.6321,6.3168,4.9608,,107.983,6.5751,157.464,4.7187,13.2972,8.514,3.8569,10.4478,20.5665,6.5909,157.676,5.0331,10.0926,5.0273,8.7443,,12.8721,4.0717,,,2.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,23,25,2031,,,2022-02-27T17:46:42.689600Z,,
24,0,0,16,1 LAPS,1 LAPS,16,25,1:03.2295,9,1:03.3689,14,15:04.4127,Active,TRUE,0,0,14,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,14,14,"",16,150,0,P,102.484,102.258,100.308,0,0,-0.0001,,7,1,2.91,29.173,,10.8928,6.2701,5.2726,,107.953,6.662,154.841,4.6874,13.2383,8.5485,3.8326,10.5903,20.9029,6.7294,156.231,5.1308,10.2967,5.1044,8.6794,,12.9191,4.2173,,,2.9288,29.5012,,,6.3134,,,,6.662,154.549,4.7337,13.597,8.8633,3.9742,10.769,21.104,6.7948,155.459,5.2306,10.335,5.1044,8.8151,,,,,,10,1,596,,,2022-02-27T17:46:42.689600Z,,
6,0,0,17,1 LAPS,2.4270,17,7,1:02.3907,13,1:02.5357,14,15:06.8397,Active,TRUE,1,11,3,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,13,13,"",17,117,0,P,103.862,103.621,100.04,0,0,-0.0001,,2,10,2.8831,28.7208,59.1606,19.9973,6.1907,3.8309,995.634,58.2045,6.5127,157.343,4.6441,13.0382,8.3941,3.7987,10.4302,20.5757,6.6056,156.68,5.0288,10.0956,5.0224,8.5137,9.4442,12.6615,4.142,13.4901,33.4874,2.884,28.7208,,,6.1907,,,,6.6079,156.052,4.6441,13.0382,8.3941,3.8357,10.464,20.6173,6.6283,156.68,5.1171,10.1533,5.0362,8.6661,,,,,,8,25,326,,,2022-02-27T17:46:42.689600Z,,
15,0,0,18,1 LAPS,1.4916,18,16,1:02.5392,5,1:02.7126,14,15:08.3313,Active,TRUE,1,12,2,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,12,12,"",18,116,0,P,103.615,103.329,99.875,0,0,-0.0001,,6,9,2.8805,28.7794,58.7359,19.4621,6.1942,3.8809,1049.09,58.1144,6.5023,157.403,4.7293,13.1155,8.3716,3.7636,10.3717,20.2871,6.6081,156.86,4.9351,9.9154,4.9803,8.6252,9.6694,12.7835,4.112,13.4372,32.8993,2.9281,28.8496,,,6.2271,,,,6.5728,155.577,4.7293,13.1216,8.3923,3.769,10.5239,20.6295,6.7549,154.083,5.0332,10.1056,5.0724,,,,,,,4,24,852,,,2022-02-27T17:46:42.689600Z,,
8,0,0,19,1 LAPS,0.5887,19,9,1:02.0493,12,1:02.8810,14,15:08.9200,Active,TRUE,1,9,5,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,11,11,"",19,117,0,P,104.433,103.052,99.811,0,0,-0.0001,,2,11,2.8856,28.8291,59.6703,18.9623,6.1927,3.8579,871.723,58.0539,6.5392,155.874,4.6777,13.0757,8.3973,3.7614,10.534,20.5933,6.7165,155.106,5.0554,10.0593,4.989,8.4736,9.546,12.6269,4.109,13.429,32.3913,2.9425,28.9664,,,6.2359,,,,6.5689,155.047,4.756,13.2191,8.4631,3.8393,10.5784,20.7185,6.7391,154.959,5.0878,10.1401,5.0523,,,,,,,1,12,606,,,2022-02-27T17:46:42.689600Z,,
5,0,0,20,1 LAPS,2.0080,20,6,1:02.4085,14,1:02.4085,14,15:10.9280,Active,TRUE,1,11,3,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,10,10,"",20,109,0,P,103.832,103.832,99.591,0,0,-0.0001,,1,13,2.8447,28.7287,59.5497,20.3851,6.1485,3.7211,1000.33,58.0197,6.5399,155.844,4.7024,13.118,8.4156,3.8068,10.4626,20.5979,6.643,155.017,4.9947,10.0358,5.0411,8.6023,9.7542,12.7392,4.0922,13.6871,34.0722,2.8741,28.7287,,,6.1505,,,,6.5861,155.076,4.7024,13.118,8.4156,3.8739,10.6492,20.7696,6.7753,154.549,5.0697,10.1204,5.0507,,,,,,,25,148,658,,,2022-02-27T17:46:42.689600Z,,
11,0,0,21,1 LAPS,1.7385,21,12,1:02.3776,13,1:02.4856,14,15:12.6665,Active,TRUE,1,10,4,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,9,9,"",21,145,0,P,103.883,103.704,99.401,0,0,-0.0001,,24,11,2.9261,28.6084,59.3706,10.8247,6.1307,3.8759,930.807,57.8122,6.5312,155.253,4.6861,12.9956,8.2947,3.7434,10.4857,20.5064,6.7063,156.47,4.9703,10.0207,5.0504,8.5228,9.4382,12.7113,4.1686,24.0422,34.8669,2.9309,28.6084,,,6.1307,,,,6.5512,155.253,4.6861,12.9956,8.3095,3.7434,10.4857,20.5064,6.7423,153.938,4.9703,10.0207,5.0504,,,,,,,12,2,954,,,2022-02-27T17:46:42.689600Z,,
20,0,0,22,1 LAPS,1.6501,22,21,1:02.3537,14,1:02.3537,14,15:14.3166,Active,TRUE,1,8,6,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,8,8,"",22,109,0,P,103.923,103.923,99.222,0,0,-0.0001,,5,3,2.8693,28.7432,60.2019,10.6839,6.1479,4.0055,798.511,58.7722,6.5225,157.676,4.6784,13.0439,8.3655,3.7425,10.5037,20.5788,6.6989,156.53,4.9432,10.0089,5.024,8.6032,9.8492,12.6834,4.049,22.1169,32.815,2.8959,28.7432,,,6.2338,,,,6.5696,155.607,4.6784,13.0439,8.3655,3.7425,10.5037,20.5788,6.7612,155.223,5.0173,10.0751,5.0578,,,,,,,6,24,963,,,2022-02-27T17:46:42.689600Z,,
17,0,0,23,1 LAPS,1.7490,23,18,1:02.2311,12,1:02.2432,14,15:16.0656,Active,TRUE,1,9,5,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,7,7,"",23,119,0,P,104.128,104.108,99.032,0,0,-0.0001,,2,1,2.8295,28.6889,60.1711,10.5685,6.2676,3.868,864.595,58.3699,6.5527,156.65,4.6128,12.9894,8.3766,3.7814,10.4949,20.5395,6.6919,156.35,4.967,9.9749,5.0079,8.5204,10.0805,12.6942,4.0733,24.501,35.0695,2.8792,28.6889,,,6.2676,,,,6.5527,155.933,4.6128,12.9894,8.3766,3.7814,10.5025,20.5851,6.7211,155.844,5.0046,10.0826,5.078,,,,,,,20,3,2020,,,2022-02-27T17:46:42.689600Z,,
13,0,0,24,1 LAPS,2.6016,24,14,1:02.7399,14,1:02.7399,14,15:18.6672,Active,TRUE,1,12,2,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,6,6,"",24,104,0,P,103.284,103.284,98.752,0,0,-0.0001,,,1,2.8768,28.9105,59.9559,10.5966,6.1865,4.1082,1057.82,59.376,6.5641,156.86,4.7576,13.1838,8.3904,3.7775,10.4807,20.5838,6.6156,158.194,4.9253,10.0401,5.0219,8.6476,10.104,12.8568,4.0902,24.2543,34.8509,2.8973,28.9105,,,6.1865,,,,6.6429,154.287,4.7934,13.1838,8.3904,3.8742,10.5438,,6.6696,155.518,4.9253,,,,,,,,,3,2,719,,,2022-02-27T17:46:42.689600Z,,
16,0,0,25,1 LAPS,0.7976,25,17,1:02.5544,11,1:03.0246,14,15:19.4648,Active,TRUE,1,8,6,Green,6,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,5,5,"",25,132,0,P,103.59,102.817,98.666,0,0,-0.0001,,1,3,2.8839,28.8809,59.7338,10.5268,6.2212,3.8847,803.267,58.5238,6.5612,156.92,4.6966,13.1002,8.4036,3.8135,10.4852,20.6691,6.6359,156.65,5.0802,10.1253,5.0451,8.5548,9.8388,12.7386,4.1523,23.4407,33.9675,2.9075,28.8809,,,6.2212,,,,6.5612,156.92,4.7472,13.191,8.4438,3.8959,10.6103,,6.7144,156.65,5.0941,,,,,,,,,5,148,254,,,2022-02-27T17:46:42.689600Z,,
22,0,0,26,1 LAPS,0.5231,26,23,1:02.6206,12,1:03.3363,14,15:19.9879,Active,TRUE,1,7,7,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,5,5,"",26,124,0,P,103.48,102.311,98.61,0,0,-0.0001,,4,3,2.8853,28.9845,59.9934,10.5714,6.2492,3.9149,736.522,58.3277,6.5608,156.321,4.7213,13.1879,8.4666,3.8244,10.5342,20.6741,6.7053,156.38,5.0195,10.1305,5.0498,8.607,9.7894,12.7784,4.0838,22.3159,32.8873,2.8948,28.9845,,,6.3104,,,,6.5914,155.726,4.7213,13.1879,8.4666,3.9153,10.6428,,6.7275,156.38,5.0195,,,,,,,,,22,21,850,,,2022-02-27T17:46:42.689600Z,,
0,0,1,1,0.0000,0.0000,1,1,1:01.5548,4,1:02.0688,16,16:34.2014,Active,TRUE,0,0,16,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Veteran,Team Penske,54,54,"",1,148,0,A,105.272,104.4,104.285,1,6,1:01.5548,105.272,8,1,2.9364,28.4458,,,6.0518,6.7847,,106.377,6.4788,156.65,4.5838,12.9155,8.2823,3.7309,10.4371,20.4118,6.7062,154.988,4.9434,9.9523,4.99,8.4835,,12.6911,4.1844,,,2.9768,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,2022,,,2022-02-27T17:47:18.229470Z,,
2,0,1,2,3.8489,3.8489,2,3,1:01.8434,5,1:02.6981,16,16:38.0503,Active,TRUE,0,0,16,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,40,40,"",2,148,0,A,104.781,103.352,103.883,0,0,-0.0001,,8,1,2.9077,28.6769,,,6.1445,6.6107,,106.675,6.5015,156.8,4.5892,13.0387,8.414,3.7112,10.426,20.3528,6.6404,155.785,4.8382,9.8675,4.9829,8.5314,,12.7595,4.2083,,,2.9242,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,879,,,2022-02-27T17:47:18.229470Z,,
1,0,0,3,6.9603,3.1114,3,2,1:01.8252,16,1:01.8252,16,16:41.1617,Active,TRUE,0,0,16,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,35,35,"",3,130,0,P,104.812,104.812,103.56,0,0,-0.0001,,9,2,2.9269,28.6729,,,6.0909,6.9158,,106.433,6.5121,156.74,4.6699,13.0056,8.3216,3.7479,10.4356,20.3932,6.5693,162.016,4.9171,9.9224,4.9532,8.4281,,12.6304,4.1074,,,2.9269,28.7073,,,6.2137,,,,6.5611,156.74,4.684,13.0056,8.3216,3.7701,10.4708,20.3932,6.7007,155.282,4.9171,9.9224,5.0053,8.5148,,12.7247,4.2099,,,11,12,461,,,2022-02-27T17:47:18.229470Z,,
3,0,0,4,1 LAPS,1 LAPS,4,4,1:01.9747,3,1:04.0685,15,15:39.8653,Active,TRUE,0,0,15,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,32,32,"",3,136,0,A,104.559,101.142,103.419,0,0,-0.0001,,9,2,2.9067,28.6211,,,6.0765,6.4671,,106.69,6.5239,155.518,4.6455,13.0498,8.393,3.7836,10.5167,20.501,6.7328,155.164,4.9244,9.9741,5.0155,8.5114,,12.7431,4.1167,,,2.9118,29.4097,,,6.3454,,,,6.6288,154.549,4.8108,13.5237,8.7129,3.9575,10.7083,20.8249,6.7508,155.164,5.047,10.1166,5.0696,8.7393,,,,,,16,139,1010,,,2022-02-27T17:47:18.229470Z,,
7,0,0,5,1 LAPS,1.4569,5,8,1:02.1889,15,1:02.1889,15,15:41.3222,Active,TRUE,0,0,15,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,30,30,"",5,141,0,A,104.199,104.199,103.259,0,0,-0.0001,,11,1,2.8922,28.728,,,6.1257,6.582,,108.045,6.4785,156.92,4.6909,13.2149,8.4505,3.8232,10.457,20.5878,6.5819,157.071,4.9893,10.0522,5.0053,8.535,,12.7649,4.1412,,,2.8982,29.0238,,,6.2565,,,,6.5376,156.77,4.7032,13.3315,8.6283,3.8751,10.457,20.5878,6.5819,157.071,5.0975,10.1308,5.0333,8.6573,,,,,,7,25,1087,,,2022-02-27T17:47:18.229470Z,,
4,0,0,6,1 LAPS,1.4338,6,5,1:02.3035,7,1:02.4357,15,15:42.7560,Active,TRUE,0,0,15,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,28,28,"",6,149,0,A,104.007,103.787,103.102,0,0,-0.0001,,8,2,2.9329,28.8273,,,6.1916,6.4094,,106.946,6.5557,156.291,4.6146,12.9978,8.3832,3.8228,10.5602,20.5852,6.7175,155.933,4.9515,9.9846,5.0047,8.5326,,12.7627,4.2123,,,2.9384,28.8273,,,6.2261,,,,6.5557,156.291,4.6364,13.1071,8.4707,3.8791,10.6006,20.5852,6.7215,153.275,4.9515,9.9846,5.0331,8.5932,,,,,,19,3,2047,,,2022-02-27T17:47:18.229470Z,,
9,0,0,7,1 LAPS,0.9002,7,10,1:01.9698,12,1:02.6282,15,15:43.6562,Active,TRUE,0,0,15,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,26,26,"",7,8,0,A,104.567,103.468,103.004,0,0,-0.0001,,2,10,2.9035,28.7576,,,6.1523,5.8245,,107.426,6.5299,155.755,4.6538,13.1225,8.454,3.7789,10.4735,20.4616,6.6946,155.963,4.9712,9.9881,5.003,8.5324,,12.7064,4.1707,,,2.9603,28.9792,,,6.2624,,,,6.5738,154.724,4.6784,13.1827,8.5043,3.8831,10.6,20.6534,6.7169,154.929,5.0414,10.0534,5.012,8.5856,,,,,,9,25,2018,,,2022-02-27T17:47:18.229470Z,,
10,0,0,8,1 LAPS,1.7441,8,11,1:01.9161,14,1:01.9341,15,15:45.4003,Active,TRUE,0,0,15,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,24,24,"",8,139,0,P,104.658,104.627,102.814,0,0,-0.0001,,2,12,2.8953,28.6522,,,6.2153,5.6382,,107.531,6.5475,157.767,4.5432,12.9444,8.3708,3.7702,10.465,20.461,6.6574,156.8,4.9676,9.996,5.0243,8.4795,,12.6777,4.0694,,,2.915,28.8486,,,6.2427,,,,6.5986,155.755,4.6609,13.0923,8.4314,3.8174,10.4753,20.5022,6.6579,156.8,5.0026,10.0269,5.0243,,,,,,,13,21,400,,,2022-02-27T17:47:18.229470Z,,
12,0,0,9,1 LAPS,2.4297,9,13,1:02.1118,15,1:02.1118,15,15:47.8300,Active,TRUE,0,0,15,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,22,22,"",9,140,0,P,104.328,104.328,102.55,0,0,-0.0001,,1,16,2.8921,28.6662,,,6.2062,5.4864,,106.464,6.5065,156.71,4.6158,13.0434,8.4066,3.7534,10.4229,20.4803,6.62,156.71,4.9884,10.0025,5.0131,8.5395,,12.7489,4.1178,,,2.9244,28.8246,,,6.2361,,,,6.5065,156.71,4.7083,13.1576,8.4493,3.7862,10.5181,20.5206,6.7319,155.637,4.9884,10.0025,5.0141,,,,,,,18,3,522,,,2022-02-27T17:47:18.229470Z,,
21,0,0,10,1 LAPS,4.9102,10,22,1:02.1532,15,1:02.1532,15,15:52.7402,Active,TRUE,0,0,15,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,20,20,"",10,150,0,P,104.259,104.259,102.022,0,0,-0.0001,,5,3,2.9078,28.7733,,11.1483,6.1332,5.7952,,108.701,6.5226,155.607,4.62,13.1131,8.4217,3.8016,10.5227,20.5073,6.715,155.076,4.8687,9.9337,5.0564,8.5824,,12.8302,4.2127,,,2.9369,28.7733,,,6.2007,,,,6.5226,155.253,4.62,13.1131,8.4931,3.8016,10.5617,,6.7601,154.141,4.8687,,,,,,,,,24,129,543,,,2022-02-27T17:47:18.229470Z,,
14,0,0,11,1 LAPS,0.9450,11,15,1:02.3468,13,1:02.6686,15,15:53.6852,Active,TRUE,0,0,15,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,19,19,"",11,137,0,P,103.935,103.401,101.92,0,0,-0.0001,,1,5,2.8886,28.8821,,,6.2206,5.7999,,105.499,6.5605,157.464,4.5876,13.1259,8.5186,3.7872,10.494,20.6258,6.7044,155.607,5.0286,10.0655,5.0178,8.5063,,12.6068,4.1005,,,2.9395,28.8821,,,6.2237,,,,6.5605,155.904,4.6281,13.1584,8.5303,3.8344,10.6243,,6.7899,150.539,5.0986,,,,,,,,,21,21,2071,,,2022-02-27T17:47:18.229470Z,,
19,0,0,12,1 LAPS,3.3208,12,20,1:02.5656,15,1:02.5656,15,15:57.0060,Active,TRUE,0,0,15,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,18,18,"",12,145,0,P,103.571,103.571,101.567,0,0,-0.0001,,4,4,2.8976,28.8519,,11.0218,6.2122,5.5244,,109.165,6.5355,155.933,4.6667,13.0183,8.3516,3.7623,10.5646,20.8072,6.775,154.258,5.0393,10.1748,5.0801,8.622,,12.837,4.1213,,,2.9958,28.8806,,,6.2423,,,,6.5355,151.965,4.7278,13.107,8.3792,3.8069,10.6157,,6.8088,144.888,5.0747,,,,,,,,,15,139,580,,,2022-02-27T17:47:18.229470Z,,
18,0,0,13,1 LAPS,2.7676,13,19,1:02.6252,8,1:03.2481,15,15:59.7736,Active,TRUE,0,0,15,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,17,17,"",13,145,0,P,103.473,102.454,101.274,0,0,-0.0001,,2,6,2.9316,28.9819,,11.0242,6.2406,5.548,,108.931,6.5695,155.607,4.699,13.18,8.4687,3.7907,10.5641,20.6351,6.7339,155.164,5.0141,10.0402,5.0261,8.6695,,12.9068,4.1898,,,2.9686,29.3814,,,6.347,,,,6.5766,153.707,4.901,13.4892,8.5882,3.944,10.7641,,6.8201,153.591,,,,,,,,,,26,146,2072,,,2022-02-27T17:47:18.229470Z,,
23,0,0,14,1 LAPS,2.7614,14,24,1:02.8195,8,1:03.7898,15,16:02.5350,Active,TRUE,0,0,15,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,16,16,"",14,144,0,A,103.153,101.584,100.983,0,0,-0.0001,,9,6,2.8668,29.1917,,11.031,6.2837,5.8935,,109.99,6.5909,157.707,4.7022,13.1685,8.4413,3.8357,10.5446,20.6465,6.6928,156.44,5.0766,10.1019,4.9951,8.7596,,12.9503,4.1334,,,2.9322,29.8106,,,6.4489,,,,6.7215,154.841,4.8326,13.708,8.8754,4.0981,,,,,,,,,,,,,,14,129,1014,,,2022-02-27T17:47:18.229470Z,,
25,0,0,15,1 LAPS,0.2386,15,26,1:02.6975,9,1:03.2763,15,16:02.7736,Active,TRUE,0,0,15,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,15,15,"",15,117,0,P,103.353,102.408,100.958,0,0,-0.0001,,9,2,2.8526,29.1621,,10.6321,6.3168,4.9608,,107.983,6.5751,157.464,4.7187,13.2972,8.514,3.8569,10.4478,20.5665,6.5909,157.676,5.0331,10.0926,5.0273,8.7443,,12.8721,4.0717,,,2.9305,30.4332,,,6.8986,,,,6.9216,153.361,4.9009,13.6825,8.7816,3.9969,,,,,,,,,,,,,,23,25,2031,,,2022-02-27T17:47:18.229470Z,,
24,0,0,16,1 LAPS,5.2915,16,25,1:03.2295,9,1:03.6524,15,16:08.0651,Active,TRUE,0,0,15,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,14,14,"",16,150,0,P,102.484,101.803,100.406,0,0,-0.0001,,7,2,2.91,29.173,,10.8928,6.2701,5.2726,,107.953,6.662,155.371,4.6874,13.2383,8.5485,3.8326,10.5903,20.9029,6.7294,156.231,5.1308,10.2967,5.1044,8.6794,,12.9191,4.2173,,,2.9295,29.4959,,,6.4297,,,,6.6647,155.371,4.7252,13.472,8.7468,3.9117,,,,,,,,,,,,,,10,1,596,,,2022-02-27T17:47:18.229470Z,,
6,0,0,17,1 LAPS,0.9885,17,7,1:02.2139,15,1:02.2139,15,16:09.0536,Active,TRUE,1,11,4,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,13,13,"",17,115,0,P,104.157,104.157,100.304,0,0,-0.0001,,2,11,2.8831,28.7208,59.1606,19.9973,6.1907,3.8309,995.634,58.2045,6.5127,157.343,4.6441,13.0382,8.3941,3.7987,10.4302,20.5757,6.6056,156.68,5.0288,10.0956,5.0224,8.5137,9.4442,12.6615,4.142,13.4901,33.4874,2.8925,29.0191,,,6.3163,,,,6.6017,156.74,4.6718,13.2086,8.5368,,,,,,,,,,,,,,,8,25,326,,,2022-02-27T17:47:18.229470Z,,
15,0,0,18,1 LAPS,1.6493,18,16,1:02.3716,15,1:02.3716,15,16:10.7029,Active,TRUE,1,12,3,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,12,12,"",18,116,0,P,103.893,103.893,100.134,0,0,-0.0001,,6,10,2.8805,28.7794,58.7359,19.4621,6.1942,3.8809,1049.09,58.1144,6.5023,157.403,4.7293,13.1155,8.3716,3.7636,10.3717,20.2871,6.6081,156.86,4.9351,9.9154,4.9803,8.6252,9.6694,12.7835,4.112,13.4372,32.8993,2.9439,29.0205,,,6.2344,,,,6.5808,155.666,4.7376,13.2614,8.5238,,,,,,,,,,,,,,,4,24,852,,,2022-02-27T17:47:18.229470Z,,
8,0,0,19,1 LAPS,0.7266,19,9,1:02.0493,12,1:02.5095,15,16:11.4295,Active,TRUE,1,9,6,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,11,11,"",19,117,0,P,104.433,103.664,100.059,0,0,-0.0001,,2,12,2.8856,28.8291,59.6703,18.9623,6.1927,3.8579,871.723,58.0539,6.5392,155.904,4.6777,13.0757,8.3973,3.7614,10.534,20.5933,6.7165,155.106,5.0554,10.0593,4.989,8.4736,9.546,12.6269,4.109,13.429,32.3913,2.9191,28.999,,,6.2015,,,,6.5756,155.904,4.7873,13.3028,8.5155,,,,,,,,,,,,,,,1,12,606,,,2022-02-27T17:47:18.229470Z,,
5,0,0,20,1 LAPS,1.8322,20,6,1:02.3337,15,1:02.3337,15,16:13.2617,Active,TRUE,1,11,4,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,10,10,"",20,109,0,P,103.957,103.957,99.87,0,0,-0.0001,,1,14,2.8447,28.7287,59.5497,20.3851,6.1485,3.7211,1000.33,58.0197,6.5399,155.844,4.7024,13.118,8.4156,3.8068,10.4626,20.5979,6.643,155.017,4.9947,10.0358,5.0411,8.6023,9.7542,12.7392,4.0922,13.6871,34.0722,2.8892,,,,6.1539,,,,6.5887,155.459,4.7338,,,,,,,,,,,,,,,,,25,148,658,,,2022-02-27T17:47:18.229470Z,,
11,0,0,21,1 LAPS,1.3978,21,12,1:01.9930,15,1:01.9930,15,16:14.6595,Active,TRUE,1,10,5,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,9,9,"",21,145,0,P,104.528,104.528,99.727,0,0,-0.0001,,27,11,2.9194,28.6084,59.3706,10.8247,6.1307,3.8759,930.807,57.8122,6.5312,155.253,4.6861,12.9956,8.2947,3.7434,10.4857,20.5064,6.7063,156.47,4.9703,10.0207,5.0504,8.5228,9.4382,12.7113,4.1686,24.0422,34.8669,2.9194,,,,6.1793,,,,6.543,152.447,4.8024,,,,,,,,,,,,,,,,,12,2,954,,,2022-02-27T17:47:18.229470Z,,
20,0,0,22,1 LAPS,1.8522,22,21,1:02.1951,15,1:02.1951,15,16:16.5117,Active,TRUE,1,8,7,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,8,8,"",22,109,0,P,104.188,104.188,99.538,0,0,-0.0001,,5,3,2.8693,28.7432,60.2019,10.6839,6.1479,4.0055,798.511,58.7722,6.5225,157.676,4.6784,13.0439,8.3655,3.7425,10.5037,20.5788,6.6989,156.53,4.9432,10.0089,5.024,8.6032,9.8492,12.6834,4.049,22.1169,32.815,2.9031,,,,6.221,,,,6.5433,155.993,4.6857,,,,,,,,,,,,,,,,,6,24,963,,,2022-02-27T17:47:18.229470Z,,
17,0,0,23,1 LAPS,1.5848,23,18,1:02.0309,15,1:02.0309,15,16:18.0965,Active,TRUE,1,9,6,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,7,7,"",23,119,0,P,104.464,104.464,99.377,0,0,-0.0001,,2,1,2.8295,28.6889,60.1711,10.5685,6.2676,3.868,864.595,58.3699,6.5527,156.65,4.6128,12.9894,8.3766,3.7814,10.4949,20.5395,6.6919,156.35,4.967,9.9749,5.0079,8.5204,10.0805,12.6942,4.0733,24.501,35.0695,2.8704,,,,6.868,,,,6.9716,152.646,4.7376,,,,,,,,,,,,,,,,,20,3,2020,,,2022-02-27T17:47:18.229470Z,,
